timestamp,elapsedtime
2019-08-10 10:58:09," 934
"
2019-08-10 10:58:17," 817
"
2019-08-10 10:58:25," 846
"
2019-08-10 10:58:33," 1061
"
2019-08-10 10:58:41," 948
"
2019-08-10 10:58:49," 868
"
2019-08-10 10:58:57," 949
"
2019-08-10 10:59:05," 863
"
2019-08-10 10:59:13," 774
"
2019-08-10 10:59:21," 952
"
